   WAVE       FLUX       ERROR      RMS 
 3057.600     0.817    0.0951     0.133
 3057.900       0.8    0.0932      0.13
 3058.200     0.787    0.0885     0.128
 3058.500     0.754    0.0942     0.178
 3058.800     0.783    0.0873     0.194
 3059.100     0.775    0.0866     0.187
 3059.400     0.866     0.103     0.168
 3059.700     0.849    0.0921     0.212
 3060.000     0.856    0.0995     0.252
 3060.300     0.915    0.0953     0.246
 3060.600     0.896    0.0989     0.235
 3060.900     0.753    0.0904     0.177
 3061.200      0.74    0.0863     0.177
 3061.500     0.702    0.0883     0.221
 3061.800     0.705    0.0893     0.203
 3062.100     0.808    0.0956     0.168
 3062.400     0.936     0.104     0.177
 3062.700      0.88    0.0994     0.196
 3063.000      0.74    0.0884     0.162
 3063.300     0.826      0.11     0.168
 3063.600     0.911     0.111     0.162
 3063.900      0.89     0.112     0.168
 3064.200     0.695    0.0956      0.18
 3064.500     0.773    0.0959     0.187
 3064.800     0.878     0.111     0.194
 3065.100     0.771    0.0901     0.152
 3065.400      0.76     0.093     0.148
 3065.700     0.845    0.0992     0.149
 3066.000     0.894    0.0972     0.146
 3066.300     0.904     0.108     0.157
 3066.600     0.775    0.0892     0.196
 3066.900      0.88     0.101     0.193
 3067.200     0.963     0.106     0.153
 3067.500     0.922     0.103     0.149
 3067.800     0.835    0.0934     0.139
 3068.100     0.724    0.0916      0.17
 3068.400     0.596    0.0827     0.245
 3068.700     0.619    0.0851     0.235
 3069.000     0.627    0.0899     0.226
 3069.300     0.655    0.0887     0.218
 3069.600     0.751     0.105     0.182
 3069.900     0.949     0.107     0.162
 3070.200      0.98     0.108     0.174
 3070.500     0.912     0.116     0.168
 3070.800     0.831     0.106     0.158
 3071.100     0.755     0.116     0.175
 3071.400     0.696     0.103     0.181
 3071.700     0.685     0.106     0.177
 3072.000      1.05     0.144     0.177
 3072.300     0.763     0.107     0.199
 3072.600      0.73     0.101     0.209
 3072.900     0.875     0.121     0.191
 3073.200     0.827     0.133     0.197
 3073.500     0.779     0.118     0.189
 3073.800     0.734     0.125     0.192
 3074.100     0.923     0.129     0.195
 3074.400     0.967     0.143     0.205
 3074.700     0.798     0.118     0.192
 3075.000     0.802     0.119     0.188
 3075.300      0.99     0.145     0.205
 3075.600      0.99     0.132     0.201
 3075.900      0.99     0.145     0.208
 3076.200     0.882     0.125     0.197
 3076.500     0.781     0.129     0.197
 3076.800     0.915     0.128     0.196
 3077.100     0.937     0.129     0.196
 3077.400     0.898     0.139     0.202
 3077.700       0.9     0.127     0.196
 3078.000     0.911      0.14     0.203
 3078.300     0.917     0.128     0.197
 3078.600     0.923      0.14     0.204
 3078.900     0.775     0.117     0.191
 3079.200     0.767     0.117     0.187
 3079.500     0.866     0.136     0.198
 3079.800     0.861     0.124     0.194
 3080.100     0.837     0.135     0.199
 3080.400      0.87     0.125     0.195
 3080.700     0.904      0.14     0.203
 3081.000      0.85     0.125     0.195
 3081.300      0.84     0.136     0.201
 3081.600     0.828     0.123     0.193
 3081.900     0.798     0.122      0.19
 3082.200     0.676     0.122      0.19
 3082.500     0.805     0.121     0.189
 3082.800     0.948     0.142     0.203
 3083.100     0.847     0.123     0.194
 3083.400     0.754     0.127     0.194
 3083.700      0.77     0.117     0.188
 3084.000     0.807     0.119     0.187
 3084.300         1     0.145     0.204
 3084.600     0.901     0.126     0.196
 3084.900     0.807     0.131     0.197
 3085.200     0.853     0.123     0.192
 3085.500       0.9     0.138     0.201
 3085.800      0.94     0.129     0.197
 3086.100     0.912     0.128     0.195
 3086.400     0.754     0.127     0.195
 3086.700     0.782     0.117     0.188
 3087.000     0.944     0.142     0.203
 3087.300     0.912     0.127     0.197
 3087.600      0.88     0.137     0.202
 3087.900     0.967     0.132       0.2
 3088.200     0.985     0.146     0.209
 3088.500     0.885     0.127     0.198
 3088.800     0.858     0.126     0.194
 3089.100     0.815     0.135       0.2
 3089.400     0.893     0.129     0.197
 3089.700     0.976     0.147     0.209
 3090.000     0.942     0.132     0.201
 3090.300     0.936     0.144     0.208
 3090.600     0.943     0.132     0.201
 3090.900     0.938     0.132     0.199
 3091.200     0.909     0.142     0.206
 3091.500     0.973     0.134     0.202
 3091.800      1.04     0.152     0.213
 3092.100     0.898     0.129     0.201
 3092.400     0.769     0.132     0.199
 3092.700     0.799     0.122     0.193
 3093.000     0.783     0.122      0.19
 3093.300     0.682     0.124     0.191
 3093.600     0.714     0.114     0.185
 3093.900     0.901     0.141     0.201
 3094.200     0.887     0.128     0.197
 3094.500     0.873     0.139     0.203
 3094.800     0.986     0.134     0.202
 3095.100     0.966     0.134     0.201
 3095.400     0.774     0.131     0.198
 3095.700     0.798      0.12     0.191
 3096.000     0.927     0.142     0.203
 3096.300     0.893     0.127     0.197
 3096.600     0.861     0.137     0.202
 3096.900     0.811     0.122     0.193
 3097.200     0.801     0.133     0.198
 3097.500     0.835     0.123     0.193
 3097.800      0.85     0.124     0.192
 3098.100     0.887     0.137       0.2
 3098.400     0.779     0.118      0.19
 3098.700      0.68      0.12     0.189
 3099.000     0.751     0.115     0.185
 3099.300     0.827     0.132     0.195
 3099.600     0.906     0.127     0.194
 3099.900     0.908     0.127     0.194
 3100.200     0.837     0.133     0.198
 3100.500      0.81      0.12     0.191
 3100.800     0.784      0.13     0.195
 3101.100      0.92     0.128     0.195
 3101.400      1.07     0.151     0.211
 3101.700      1.02     0.135     0.204
 3102.000     0.968     0.133     0.201
 3102.300     0.779      0.13     0.198
 3102.600     0.804      0.12     0.191
 3102.900     0.945     0.143     0.204
 3103.200     0.917     0.129     0.198
 3103.500      0.89     0.139     0.203
 3103.800     0.722     0.114     0.189
 3104.100     0.693     0.124      0.19
 3104.400     0.923     0.131     0.196
 3104.700     0.959     0.132     0.198
 3105.000     0.869     0.138     0.203
 3105.300     0.958     0.132       0.2
 3105.600      1.05     0.151     0.212
 3105.900       0.8     0.119     0.195
 3106.200     0.758     0.129     0.195
 3106.500     0.756     0.117     0.188
 3106.800     0.743     0.116     0.186
 3107.100     0.681     0.121     0.188
 3107.400     0.775     0.118     0.187
 3107.700     0.877     0.137     0.199
 3108.000     0.905     0.127     0.195
 3108.300     0.933     0.141     0.204
 3108.600     0.652     0.107     0.185
 3108.900     0.648     0.107     0.179
 3109.200     0.891     0.138     0.197
 3109.500      0.91     0.127     0.195
 3109.800      1.01     0.148     0.208
 3110.100     0.899     0.128     0.199
 3110.400     0.794     0.132     0.198
 3110.700     0.872     0.126     0.195
 3111.000     0.874     0.126     0.194
 3111.300     0.803     0.132     0.198
 3111.600     0.832     0.122     0.192
 3111.900         1     0.147     0.207
 3112.200     0.928     0.129     0.199
 3112.500     0.859     0.136     0.202
 3112.800      0.84     0.123     0.194
 3113.100     0.836     0.135     0.199
 3113.400     0.864     0.125     0.194
 3113.700      0.85     0.124     0.192
 3114.000     0.762     0.128     0.194
 3114.300     0.749     0.116     0.187
 3114.600     0.735     0.125     0.191
 3114.900      0.81      0.12     0.189
 3115.200      0.89     0.138       0.2
 3115.500     0.775     0.118      0.19
 3115.800     0.766     0.118     0.187
 3116.100     0.829     0.135     0.198
 3116.400     0.876     0.127     0.195
 3116.700     0.926     0.144     0.206
 3117.000     0.992     0.136     0.203
 3117.300      1.06     0.154     0.215
 3117.600      1.13     0.146     0.212
 3117.900      1.12     0.145     0.211
 3118.200         1      0.15     0.214
 3118.500      1.02     0.138     0.207
 3118.800      1.15      0.16      0.22
 3119.100      1.06      0.14      0.21
 3119.400     0.969     0.147     0.212
 3119.700     0.934     0.132     0.203
 3120.000     0.927     0.145     0.209
 3120.300     0.863     0.128     0.199
 3120.600      0.86     0.128     0.196
 3120.900      0.91     0.145     0.207
 3121.200      0.96     0.136     0.204
 3121.500      1.01     0.153     0.214
 3121.800     0.855     0.127       0.2
 3122.100     0.827     0.138     0.203
 3122.400      1.06     0.142     0.207
 3122.700      1.09     0.143     0.209
 3123.000     0.978     0.147     0.211
 3123.300     0.953     0.132     0.202
 3123.600     0.929     0.142     0.206
 3123.900     0.917     0.129     0.199
 3124.200     0.905      0.14     0.204
 3124.500     0.806     0.121     0.193
 3124.800     0.821     0.122      0.19
 3125.100      1.02     0.149     0.208
 3125.400      1.01     0.135     0.204
 3125.700      0.95     0.144     0.208
 3126.000     0.994     0.135     0.203
 3126.300      1.04     0.151     0.213
 3126.600     0.939     0.131     0.202
 3126.900     0.937     0.131     0.199
 3127.200      1.02     0.151     0.212
 3127.500         1     0.137     0.206
 3127.800     0.928     0.144     0.209
 3128.100      0.97     0.134     0.203
 3128.400      1.01     0.151     0.213
 3128.700     0.983     0.135     0.205
 3129.000     0.978     0.148     0.211
 3129.300     0.901     0.129       0.2
 3129.600     0.915     0.129     0.197
 3129.900      1.08     0.154     0.214
 3130.200     0.971     0.134     0.204
 3130.500     0.869     0.139     0.205
 3130.800     0.905     0.129     0.199
 3131.100     0.943     0.144     0.207
 3131.400     0.921      0.13       0.2
 3131.700     0.911      0.13     0.198
 3132.000     0.881      0.14     0.204
 3132.300     0.901     0.129     0.198
 3132.600     0.921     0.143     0.206
 3132.900      1.02     0.137     0.204
 3133.200      1.12     0.157     0.218
 3133.500      1.05     0.139     0.209
 3133.800      1.03     0.139     0.206
 3134.100         1      0.15     0.213
 3134.400     0.971     0.136     0.205
 3134.700     0.832     0.137     0.204
 3135.000      0.96     0.134     0.201
 3135.300       1.1     0.156     0.216
 3135.600      1.05     0.139     0.209
 3135.900      1.04     0.152     0.215
 3136.200      1.01     0.137     0.207
 3136.500      1.01     0.137     0.204
 3136.800      1.05     0.153     0.215
 3137.100      1.04      0.14     0.208
 3137.400      1.03     0.152     0.215
 3137.700     0.891     0.129     0.201
 3138.000     0.865      0.14     0.205
 3138.300     0.885     0.129     0.199
 3138.600     0.893      0.13     0.197
 3138.900     0.913     0.144     0.206
 3139.200     0.862     0.127     0.198
 3139.500     0.812     0.136     0.201
 3139.800     0.816     0.124     0.194
 3140.100     0.819     0.136       0.2
 3140.400     0.856     0.126     0.195
 3140.700     0.861     0.126     0.194
 3141.000     0.846     0.137     0.201
 3141.300     0.874     0.126     0.195
 3141.600      1.03     0.151     0.211
 3141.900     0.994     0.135     0.204
 3142.200     0.958     0.145     0.209
 3142.500     0.983     0.134     0.203
 3142.800     0.965     0.133       0.2
 3143.100     0.858     0.137     0.202
 3143.400     0.858     0.125     0.195
 3143.700      0.86     0.137     0.201
 3144.000     0.826     0.123     0.193
 3144.300     0.792     0.132     0.197
 3144.600     0.978     0.135     0.201
 3144.900      1.02      0.15     0.212
 3145.200     0.857     0.125     0.198
 3145.500     0.832     0.124     0.193
 3145.800     0.859      0.14     0.203
 3146.100     0.913     0.134     0.201
 3146.400     0.971     0.154     0.215
 3146.700      1.02     0.149     0.214
 3147.000      1.07     0.172     0.231
 3147.300     0.927     0.145     0.216
 3147.600     0.879     0.143     0.211
 3147.900     0.779     0.147     0.212
 3148.200     0.833     0.139     0.207
 3148.500     0.889     0.157     0.219
 3148.800     0.859     0.141      0.21
 3149.100     0.829     0.152     0.216
 3149.400     0.752     0.132     0.203
 3149.700     0.737     0.131     0.199
 3150.000     0.734     0.143     0.207
 3150.300      0.75     0.131     0.201
 3150.600     0.835     0.152     0.213
 3150.900     0.907     0.144     0.211
 3151.200     0.984     0.164     0.225
 3151.500     0.766     0.132     0.206
 3151.800      0.73     0.142     0.207
 3152.100     0.793     0.136     0.204
 3152.400      0.86     0.139     0.205
 3152.700       1.2     0.181     0.236
 3153.000      1.05     0.156     0.225
 3153.300     0.922      0.16     0.225
 3153.600     0.866     0.142     0.213
 3153.900     0.855     0.155     0.218
 3154.200     0.983     0.153     0.219
 3154.500     0.963     0.152     0.218
 3154.800     0.754     0.147     0.214
 3155.100     0.809     0.139     0.208
 3155.400     0.866     0.157     0.219
 3155.700     0.898     0.146     0.214
 3156.000     0.932     0.163     0.224
 3156.300     0.961      0.15     0.218
 3156.600     0.974      0.15     0.216
 3156.900      1.01     0.167     0.228
 3157.200     0.994     0.151     0.219
 3157.500     0.921     0.146     0.214
 3157.800     0.979     0.137     0.206
 3158.100      1.04     0.155     0.216
 3158.400     0.903     0.131     0.203
 3158.700     0.841     0.128     0.198
 3159.000     0.679     0.125     0.194
 3159.300       0.7     0.115     0.186
 3159.600     0.812     0.135     0.197
 3159.900     0.815     0.123     0.192
 3160.200     0.819     0.135     0.199
 3160.500      1.02     0.138     0.203
 3160.800      1.06     0.153     0.214
 3161.100     0.994     0.135     0.205
 3161.400     0.987     0.135     0.202
 3161.700      1.03     0.151     0.212
 3162.000     0.951     0.133     0.203
 3162.300     0.876      0.14     0.205
 3162.600     0.931     0.132       0.2
 3162.900     0.989     0.149     0.211
 3163.200      1.15     0.147     0.212
 3163.500      1.15     0.147     0.213
 3163.800     0.985     0.149     0.214
 3164.100     0.977     0.136     0.205
 3164.400     0.968     0.148     0.212
 3164.700     0.954     0.135     0.204
 3165.000     0.939     0.147      0.21
 3165.300     0.945     0.135     0.204
 3165.600     0.942     0.135     0.202
 3165.900     0.923     0.146     0.209
 3166.200     0.919     0.133     0.202
 3166.500     0.897     0.144     0.208
 3166.800     0.953     0.135     0.204
 3167.100      1.01     0.152     0.214
 3167.400     0.911     0.132     0.203
 3167.700     0.893     0.144     0.208
 3168.000     0.881      0.13       0.2
 3168.300     0.897      0.13     0.198
 3168.600     0.992     0.151     0.211
 3168.900      0.96     0.135     0.204
 3169.200     0.929     0.146      0.21
 3169.500     0.822     0.125     0.197
 3169.800     0.802     0.136     0.201
 3170.100     0.849     0.128     0.197
 3170.400     0.894     0.129     0.196
 3170.700       1.1     0.157     0.216
 3171.000      1.03     0.139     0.208
 3171.300     0.954     0.146     0.211
 3171.600     0.932     0.132     0.202
 3171.900     0.911     0.143     0.207
 3172.200     0.869     0.127     0.198
 3172.500     0.849     0.126     0.194
 3172.800     0.792     0.133     0.198
 3173.100     0.785     0.121     0.192
